AIC,Fund,Share,MonthEnd,Code,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Monthend MidPrice,CurrYrRev(CYR),Rev Res (splits only),RevAllocation % (splits only),Shares,Shares,Shares,Shares,Sell,Cash/CashEquiv,GrossGearing,NetGearing,Permanent,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,Par, Par, Par, Par, Par, Par, Par, Par, Par, Par,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,PFY,Regional distribution,,,,,,,,Additional geographic,,,,,,,,CFI Exposure,,,,,,CCY Exposure,,,,,,Flags,Add P/F,,,,,,,,AIC,Unit1,Unit1,Unit1,Unit1,Unit1,Unit1,Unit2,Unit2,Unit2,Unit2,Unit2,Unit2,Total Assets ex CYR,FootNote,FairValue,ShareNote
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other , , , , , , , , ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,FTSE 100,FTSE 250,FTSE Small Cap,FTSE Fledgling,AIM/ PLUS,Int. Equities,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
UK Smaller Companies,Aberforth Smaller Companies,Ordinary Share,30/06/2010,6655,617547477,52000000,52000000,52000000,52000000,0,0,0,52000000,512.5,4248868,,,96747000,0,0,0,N/A,-1,109,110,N,100,565547477,561298609,580.17,,,,,584.56,,,,,580.17,,,,,584.56,,,,,,-1,0,101,0,0,0,0,0,-1,0,0,47,44,10,0,0,100,0,0,0,0,0,100,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,613298609,,,
UK Smaller Companies,BlackRock Smaller Companies,Ordinary Share,30/06/2010,643610,214566753,24444590,26480702,24444590,26480702,0,0,0,24444590,325,2181286,,,47879792,0,0,2113731,No,0,113,113,N,100,190122163,187940877,392.53,,,,392.53,397.08,,,,397.08,388.27,,,,388.27,392.83,,,,392.83,,0,0,100,0,0,0,0,0,0,0,0,17,18,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,212385467,,,
UK Smaller Companies,Dunedin Smaller Companies,Ordinary Share,30/06/2010,B1GCL25,65834334,5000000,5000000,5000000,5000000,0,0,0,5000000,103.75,1285720,,,47854352,0,0,0,N/A,9,108,98,N,100,60834334,59548614,124.44,,,,,127.12,,,,,124.44,,,,,127.12,,,,,3.43,9,0,91,0,0,0,0,0,9,0,0,41,46,3,1,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,64548614,,,
UK Smaller Companies,Framlington Innovative Growth,Ordinary Share,30/06/2010,890632,93135245,8000000,8000000,8000000,8000000,0,0,0,8000000,284.75,1721287,,,24507001,0,0,0,N/A,14,109,94,N,100,85135245,83413958,340.37,,,,,347.39,,,,,340.37,,,,,347.39,,,,,2.48,14,0,86,0,0,0,0,0,14,0,0,21,36,3,26,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,91413958,,The bank loan is fixed to 07.05.11 and Fair Value is taken to be the same as the nominal amount drawn down.,
UK Smaller Companies,Gartmore Fledgling,Ordinary Share,30/06/2010,371922,85659983,4900075,4900075,4900075,4900075,0,0,0,4900075,355.5,600707,,,18644580,0,27000,0,N/A,4,106,102,N,100,80759908,80159201,429.93,,,,,433.15,,,,,429.93,,,,,433.15,,,,,3.3,4,0,96,0,0,0,0,0,4,0,0,0,2,92,2,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,85059276,,,"04/06/10
27,000 shares
£94,162.50"
UK Smaller Companies,Gartmore Growth Opportunities,Ordinary Share,30/06/2010,B07BP66,54653720,12500,12500,12500,12500,0,0,0,12500,467,2006123,,,11073864,0,0,0,N/A,13,100,87,N,100,54641220,52635097,475.31,,,,,493.43,,,,,475.31,,,,,493.43,,,,,2.2,13,0,87,0,0,0,0,0,13,0,0,6,30,12,39,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,52647597,,,
UK Smaller Companies,Henderson Smaller Companies,Ordinary Share,30/06/2010,906506,226864000,21504000,27503600,21504000,27503600,0,0,0,21504000,215.5,3728000,,,74906796,0,0,0,N/A,-1,110,112,N,100,205360000,201632000,269.18,,,,,274.15,,,,,261.17,,,,,266.14,,,,,,-1,0,101,0,0,0,0,0,-1,0,0,73,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,223136000,,,
UK Smaller Companies,INVESCO English & International,Ordinary Share,30/06/2010,B0LM0M6,48360831,0,0,0,0,0,0,0,0,206,29752,,,21169163,0,0,2100000,No,9,100,91,N,100,48360831,48331079,228.31,,,,228.31,228.45,,,,228.45,228.31,,,,228.31,228.45,,,,228.45,0.84,9,0,90,0,1,0,0,0,9,0,0,13,15,3,56,1,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,48331079,Additional Portfolio spread: 3% held in FTSE techMARK as at 30 June 2010.,,
UK Smaller Companies,Invesco Perpetual UK Smaller Companies,Ordinary Share,30/06/2010,B1FL3C7,111661180,0,0,0,0,0,0,0,0,157.75,1335775,,,57264629,0,0,0,N/A,6,100,94,N,100,111661180,110325405,192.66,,,,,194.99,,,,,192.66,,,,,194.99,,,,,2.67,6,0,94,0,0,0,0,0,6,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,110325405,,,
UK Smaller Companies,JPMorgan Smaller Companies,Ordinary Share,30/06/2010,741600,91867435,8453274,8453274,8453274,8453274,0,0,0,8453274,348.5,1710766,,,18940023,0,21055,0,N/A,0,110,110,N,100,83414161,81703395,431.38,,,,,440.41,,,,,431.38,,,,,440.41,,,,,2.36,0,0,100,0,0,0,0,0,0,0,0,24,70,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,90156669,,,
UK Smaller Companies,Montanaro UK Smaller Companies,Ordinary Share,30/06/2010,600756,118294879,15000000,15000000,15000000,15000000,0,0,0,15000000,238.75,520629,,,33475958,0,0,0,Yes,6,115,108,N,100,103294879,102774250,307.01,,,,,308.56,,,,,307.01,,,,,308.56,,,,,2.56,6,0,94,0,0,0,0,0,6,0,0,36,35,7,16,0,100,0,0,0,0,0,100,0,0,0,0,0,d,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,117774250,,,
UK Smaller Companies,Standard Life UK Smaller Companies,Ordinary Share,30/06/2010,295958,100116978,2000000,2000000,2000000,2000000,0,0,0,2000000,136.5,1279987,,,63163381,0,0,559175,No,1,102,101,N,100,98116978,96836991,153.31,,,,153.31,155.34,,,,155.34,153.31,,,,153.31,155.34,,,,155.34,,1,0,94,5,0,0,0,0,1,0,0,40,16,1,37,5,100,0,0,0,0,0,100,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,98836991,,,
UK Smaller Companies,Throgmorton Trust,Ordinary Share,30/06/2010,891055,121481603,5799025,5799025,5799025,5799025,0,0,0,5799025,132.75,1406860,,,74164475,0,0,7400000,No,-1,105,106,N,100,115682578,114275718,154.08,152.74,,,152.74,155.98,154.32,,,154.32,154.08,152.74,,,152.74,155.98,154.32,,,154.32,2.1,-1,0,101,0,0,0,0,0,-1,0,0,56,15,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,120074743,The company is exposed to the market through the use of Contracts for Difference (CFDs). The total market exposure of CFDs plus equities as at 30 June 2010 was 111.5%.,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,UK Listed,UK Unlisted,Cont. Eur Listed,Cont. Eur Unlisted,US Listed,US Unlisted,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
VCT AIM Quoted,Amati VCT,Ordinary Share,30/06/2010,B05N8X2,27855252,0,0,0,0,0,0,0,0,75,74291,,,37537202,273170,142000,0,N/A,6,100,94,N,100,27855252,27780961,74.01,,,,,74.21,,,,,74.01,,,,,74.21,,,,,1.36,6,13,81,0,0,0,0,0,6,13,79,2,0,0,0,0,100,0,0,0,0,0,81,0,0,0,0,19,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,27780961,,,"A total of 273,170 shares were issued on the following dates: 07th June and 28th June, and a total of 142,000 shares were cancelled on the following dates: 04th June and 30th June 2010."
VCT AIM Quoted,Artemis VCT,Ordinary Share,30/06/2010,B02WQ94,38736433,0,0,0,0,0,0,0,0,52.5,160344,,,64068749,0,98293,0,No,6,100,94,N,100,38736433,38576089,60.21,,,,,60.46,,,,,60.21,,,,,60.46,,,,,1.28,6,2,89,0,0,0,1,2,6,2,81,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,38576089,,,"Buyback of 98,293 shares on 03/06/10 (£0.05m)."
VCT AIM Quoted,Baronsmead AIM VCT,Ordinary Share,30/06/2010,B0YZHK9,18898894,0,0,0,0,0,0,0,0,62.25,-42107,,,27650132,0,0,334000,N/A,22,100,78,N,100,18898894,18941001,68.5,,,,68.43,68.35,,,,68.28,68.5,,,,68.43,68.35,,,,68.28,,22,0,78,0,0,0,0,0,22,0,72,6,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,18941001,,,
VCT AIM Quoted,Bluehone AIM VCT 2,Ordinary Share,30/06/2010,205753,21408680,0,0,0,0,0,0,0,0,25.5,-38000,,,59399132,0,0,0,N/A,6,100,94,Y,100,21408680,21446680,,,,,,36.04,,,,,,,,,,36.04,,,,,,6,0,94,0,0,0,0,0,6,0,81,13,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21446680,Company will announce interim results in July 2010,,
VCT AIM Quoted,Downing Distribution VCT 1,Ordinary Share,30/06/2010,B61LT73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Downing Distribution VCT 2,Ordinary Share,30/06/2010,B55T8S0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Downing Distribution VCT 2 D shares,Ordinary Share,30/06/2010,B1KR104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Framlington AIM VCT,Ordinary Share,30/06/2010,B02WQ61,9227052,0,0,0,0,0,0,0,0,35,-8205,,,22805778,0,0,0,N/A,7,100,93,N,100,9227052,9235257,40.5,,,,,40.46,,,,,40.5,,,,,40.46,,,,,1.95,7,7,86,0,0,0,0,0,7,7,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,9235257,,,
VCT AIM Quoted,Framlington AIM VCT 2,Ordinary Share,30/06/2010,B0MV7V0,14233028,0,0,0,0,0,0,0,0,43.5,80899,,,29883605,0,0,0,N/A,9,100,91,N,100,14233028,14152129,47.36,,,,,47.63,,,,,47.36,,,,,47.63,,,,,2.73,9,28,63,0,0,0,0,0,9,28,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,14152129,,,
VCT AIM Quoted,Hargreave Hale AIM VCT 1,Ordinary Share,30/06/2010,B02WHS0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Invesco Perpetual AiM VCT,Ordinary Share,30/06/2010,B01JDF1,13676291,0,0,0,0,0,0,0,0,26,-109613,,,43526171,0,0,0,N/A,2,100,98,N,100,13676291,13785904,31.67,,,,,31.42,,,,,31.67,,,,,31.42,,,,,1,2,0,97,1,0,0,0,0,2,0,82,15,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,13785904,,,
VCT AIM Quoted,Northern AIM VCT,Ordinary Share,30/06/2010,209368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Octopus AIM VCT,Ordinary Share,30/06/2010,3420207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Octopus IHT AIM VCT A,Ordinary Share,30/06/2010,B0JQZZ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Octopus Phoenix VCT,Ordinary Share,30/06/2010,3236299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Octopus Second AIM VCT,Ordinary Share,30/06/2010,3019627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Rensburg AIM VCT,Ordinary Share,30/06/2010,572316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT AIM Quoted,Unicorn AIM VCT,Ordinary Share,30/06/2010,B1RTFN4,54596622,0,0,0,0,0,0,0,0,78,-55151,,,60113214,0,212852,0,N/A,4,100,96,N,100,54596622,54651773,90.91,,,,,90.82,,,,,90.91,,,,,90.82,,,,,,4,0,96,0,0,0,0,0,4,0,90,6,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,54651773,,,"213k shares were repurchased for cancellation in the month, broken down as follows: 10/06/2010 - 63k shares at 78p each and 24/06/2010 - 150k shares at 78p each."
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,UK Listed,UK Unlisted,Cont. Eur Listed,Cont. Eur Unlisted,US Listed,US Unlisted,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
VCT Generalist,Acuity Growth VCT,Ordinary Share,30/06/2010,B031G67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist,Acuity VCT 3,Ordinary Share,30/06/2010,B0LHSD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist,Albion Development VCT,Ordinary Share,30/06/2010,483247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist,Albion Enterprise VCT,Ordinary Share,30/06/2010,B1G3LR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist,Albion Income & Growth VCT,Ordinary Share,30/06/2010,B01YYK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist,Albion Prime VCT,Ordinary Share,30/06/2010,204006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist,Albion Technology & General VCT,Ordinary Share,30/06/2010,558167
VCT Generalist,Albion Technology & General VCT C shares,Ordinary Share,30/06/2010,B0MV237
VCT Generalist,Albion VCT,Ordinary Share,30/06/2010,203962
VCT Generalist,Baronsmead VCT,Ordinary Share,30/06/2010,80358
VCT Generalist,Baronsmead VCT 2,Ordinary Share,30/06/2010,263193
VCT Generalist,Baronsmead VCT 3,Ordinary Share,30/06/2010,3002810
VCT Generalist,Baronsmead VCT 4,Ordinary Share,30/06/2010,3109528
VCT Generalist,British Smaller Companies VCT,Ordinary Share,30/06/2010,140315
VCT Generalist,Chrysalis VCT,Ordinary Share,30/06/2010,3034868
VCT Generalist,Core VCT,Ordinary Share,30/06/2010,B0K4B08
VCT Generalist,Core VCT IV,Ordinary Share,30/06/2010,B1GJY27
VCT Generalist,Core VCT V,Ordinary Share,30/06/2010,B1GJY49
VCT Generalist,Crown Place VCT,Ordinary Share,30/06/2010,257743
VCT Generalist,Downing Absolute Income VCT 1,Ordinary Share,30/06/2010,279071
VCT Generalist,Downing Planned Exit VCT 2,Ordinary Share,30/06/2010,B069709
VCT Generalist,Downing Planned Exit VCT 3,Ordinary Share,30/06/2010,B078VQ9
VCT Generalist,Downing Planned Exit VCT 4,Ordinary Share,30/06/2010,B0S5PX4
VCT Generalist,Downing Planned Exit VCT 5,Ordinary Share,30/06/2010,B0S5PZ6
VCT Generalist,Downing Protected VCT VI,Ordinary Share,30/06/2010,B1NB0H3
VCT Generalist,Downing Protected VCT VII,Ordinary Share,30/06/2010,B1NB0J5
VCT Generalist,Elderstreet VCT,Ordinary Share,30/06/2010,286714
VCT Generalist,Income & Growth VCT,Ordinary Share,30/06/2010,B29BN19
VCT Generalist,Matrix Income & Growth 2 VCT,Ordinary Share,30/06/2010,923323
VCT Generalist,Matrix Income & Growth 2 VCT C shares,Ordinary Share,30/06/2010,B0LKLZ0
VCT Generalist,Matrix Income & Growth 4 VCT,Ordinary Share,30/06/2010,B1FMDH5
VCT Generalist,Matrix Income & Growth VCT,Ordinary Share,30/06/2010,B01WL23
VCT Generalist,Maven Income & Growth VCT,Ordinary Share,30/06/2010,412285
VCT Generalist,Maven Income & Growth VCT 3,Ordinary Share,30/06/2010,3115376
VCT Generalist,Maven Income & Growth VCT 4,Ordinary Share,30/06/2010,B043QW8
VCT Generalist,Maven Income & Growth VCT 4 S shares,Ordinary Share,30/06/2010,B1FPZ56
VCT Generalist,Maven Income & Growth VCT 2,Ordinary Share,30/06/2010,3036745
VCT Generalist,Neptune-Calculus Income & Growth VCT,Ordinary Share,30/06/2010,B0523M3
VCT Generalist,Northern 2 VCT,Ordinary Share,30/06/2010,535643
VCT Generalist,Northern 3 VCT,Ordinary Share,30/06/2010,3115202
VCT Generalist,Northern Venture Trust VCT,Ordinary Share,30/06/2010,645070
VCT Generalist,Octopus Apollo VCT 1,Ordinary Share,30/06/2010,B13YV68
VCT Generalist,Octopus Apollo VCT 2,Ordinary Share,30/06/2010,B13YVK2
VCT Generalist,Octopus Eclipse VCT,Ordinary Share,30/06/2010,B00MKB6
VCT Generalist,Octopus Eclipse VCT 2,Ordinary Share,30/06/2010,B05Q9S3
VCT Generalist,Octopus Eclipse VCT 3,Ordinary Share,30/06/2010,B0FXRZ7
VCT Generalist,Octopus Eclipse VCT 4,Ordinary Share,30/06/2010,B0FXS09
VCT Generalist,Octopus Protected VCT,Ordinary Share,30/06/2010,B17B347
VCT Generalist,Ortus VCT,Ordinary Share,30/06/2010,394510
VCT Generalist,ProVen Growth and Income VCT,Ordinary Share,30/06/2010,B5B7YS0
VCT Generalist,ProVen VCT,Ordinary Share,30/06/2010,413880
VCT Generalist,ProVen VCT C shares,Ordinary Share,30/06/2010,B1GH1X1
VCT Generalist,Puma VCT,Ordinary Share,30/06/2010,B0634L1
VCT Generalist,Puma VCT II,Ordinary Share,30/06/2010,B0634N3
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,UK Listed,UK Unlisted,Cont. Eur Listed,Cont. Eur Unlisted,US Listed,US Unlisted,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
VCT Generalist Pre Qualifying,Acuity Growth VCT C shares,Ordinary Share,30/06/2010,B2NJD97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist Pre Qualifying,Albion Development VCT D shares,Ordinary Share,30/06/2010,B4KFM51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT Generalist Pre Qualifying,Downing Planned Exit VCT 2 C shares,Ordinary Share,30/06/2010,B3D74S4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
